Wow!! Lady Gaga is actually at the Britney Spears Femme Fatale Concert tonight!!! She still listens to her music!!!! WOW!!!	positive
Mail in a lather over C4's scheduling of Four Lions to coincide with 10th anniversary of 9/11. Too good a film for stunt scheduling I think.	positive
Really enjoyed PJ Harvey tonight - contrary to expectations. Even the black feather head-dress wasn't too OTT.	positive
My dad just told me he really wants to go see Final Destination 5 on Friday. Wow.. #wasntexpectingthat	positive
+1 RT @FoodPrincess Wonderful  company and gr8 food in Chinatown last night with tour guide @ziggysmogdust , @jaypfrancis & Irene	positive
@_Ms_R have you watched Four Lions? Saw it again last night, love it. Fuck mini Babybels!	positive
@ChadLindberg dude you definitely need to get a part in True Blood. We had pole dancers again this year at the uk convention party tonight	positive
RT @ThaOnlyGeo: i would kiss Beyonce's pearl before i go too bedd every night if she wass my wife...	positive
Just seen that Four Lions is on C4 on Sunday night for anyone who hasn't seen it yet. So proud of my big brother; the associate producer :)	positive
RT @barcastuff: Alexis Sanchez: "Of course I'd like to play already on Sunday against Real Madrid. It's true I wanted to join in the US. ...	positive
Tomorrow is the ELVIS EXTRAVAGANZA!	positive
RT @deltaupsilon: Boise State, Chattanooga, Embry-Riddle and Virginia Tech receive their charters tonight, congrats and welcome gentleme ...	positive
Inbetweeners top ten moments tonight :D Followed by their road trip. Good night of t.v ahead!	positive
Ahhhh! Loving this new IC Champion! Wish I could see it happen this Friday. ): Crossing my fingers that he has a match at Summerslam!	positive
Hitting the night life with Lady Gaga #HustleHard	positive
Can't wait for September 6th the new season of Sons of Anarchy starts woo hoo :-)	positive
Six good reviews for the new Deus Ex. I'm going to pre-order it today, I've seen enough coverage to know it's going to be worth a look.	positive
Tomorrow is the 34th anniversary of Elvis Presley's death. I love you, rest in peace.	positive
@1andOnlyWalshy 2nd goal Barcelona would be proud of. Cleverly isnt the future he's the present. Sneijder coming soon... RT please :)	positive
Almost forgot about Celebrity Juice tonight, oh my. What time is it on at guys?	positive
DRY by PJ Harvey is a brilliant record. I listened to the whole thing yesterday on a break from editing. #filmmaking http://t.co/SJAAmVJ	positive
@harryrippon10 yeah United were quality though you have to admit! That 2nd goal was better than Barcelona! :)	positive
@Davidheartbreak WWOOO fasho! u know i gotchu! ima c u in vegas on the 21st blud!	positive
Day 3 in the Big Brother house and it's Ingleton Waterfalls trail today, promises some amazing scenery!	positive
Cant wait to rock "Apologize" by One Republic  & "Jesus Freak" by DC Talk tonight      gettin redy to rock Sasabo, Japan	positive
Can't wait to see my Ravens beat the Steelers tomorrow.	positive
RT @DustinWStout: Today has been an AWESOME day! One of the Google engineers posted a tutorial video from our http://t.co/XAfSJqO site!  ...	positive
Tomorrow is gonna be like the Super Bowl for the Ravens vs. Steelers game	positive
I swear when @LilTunechi Carter IV to drop on the 29th.. MUSIC artists beware. "you are now watching a master at work"	positive
Netflix?? RT @Pink_Dagger: I'm watching the ORIGINAL X-Men cartoons I used to watch on Saturday Mornings....#throwback #iamhappyagain	positive
