... 31 days until I leave for Ontario!! 	positive
just  created this account...looking around 	positive
@amp451 good night  sweet dreamz	positive
@Kelly_N_Va I got your tweets!  Sorry, I was distracted by two heavenly bodies.  	positive
@RobGrimes whats gooooood 	positive
@davekim volunteer for the hunch beta invite... 	positive
@knitster totally need to be! Everything breaks or aches too much. Need a new body! 	positive
@jaredleto Gonna go for a jog with my dog, it looks beautiful outside... Gotta love spring 	positive
is at 98 followers 	positive
@DaKing240 never mind  I hope GF II is worth buying it ?	positive
@nickdifilippo That's easily my favorite season of 24. Logan is a dick, Martha is awesome and so is Pierce! 	positive
Tomorrow/today is my free/lazy day. I'm so happy.  I'm gonna SLEEP like nobody's business and maybe actually WRITE something. 	positive
@candyoh13 that was me 2 days ago 	positive
@JLSOfficial morning  ooo what u shoooting for ;)? have i told u that i love u marv? x	positive
Todays a girlie pamper day - waxing &amp; manicure etc  Ahhh lovely	positive
@AndrewRimmer Dude, you see that link to spicIE? Why the hell has it not been made more public!? There are templates and everything! 	positive
@lizp02x Hahaha wow someone did they're research! Good girl  ps i hope we get to do that something so i'm hoping that someone says yes!	positive
@chrishasboobs I love you baby doll 	positive
@LFTA &quot;This morning I woke up...Feeling brand new I...I jumped up. Feeling my higgggh n my looow n my sooooul n my clothes...&quot; 	positive
@hodakotb celebrate my bday on klg's anniversary  bday shout out! can't wait to watch!	positive
is off to Dundrum with Martin 	positive
@Renato71 cheers ..it's a variation on a theme 	positive
I've discovered &quot;Monkey Forest&quot;    Planning a trip for Kris and i this summer.  http://www.monkey-forest.com/information.php?id_cat=1	positive
@Tatty wow! you are getting prettier everyday  hehe	positive
@mikeewth gaahaha (: around my house. My neighbors are nederlands and from germany and america! All bbules. She met a new &quot;guy&quot; dog 	positive
@ramdomthoughts snatchwars... tears rolling down face... 	positive
Downloading the 22nd episode of Heroes  (Season 3) 	positive
my god bradie, you are the funniest person  annnnnnnd I very much lord you 	positive
@claritypro Thanks so much, really nice... nice to share a cuppa with a friend 	positive
is back to work today.  Woo!!! 	positive
yay! just need to type up the client letter 	positive
@nrg07 Jadi minder. ) I'm at the section E along with my sister and some various friends 	positive
@Teresamerica Indeed.  You should read my posts on global warming.  Just do a search on my site for &quot;global warming&quot; and have fun.  	positive
The movie Bridal Wars is a lame story, but it's hilarious and suitable as a  time killer  	positive
ffmpeg hall of shame =&gt; http://www.ffmpeg.org/shame.html 	positive
Brrrrrrrr... good morning everyone   If you're in the mountains and have good snow pics email amywoodtv@gmail.com	positive
@martinpacker Did it. Done it. Doing it tomorrow. 	positive
Aha! I figured it out. Man, I do a good job of confusing myself. Nevermind... Nothing to see here. 	positive
@HappyHealthyPup Thankyou we are working on it 	positive
@diagon_swarm link? 	positive
