OH MY BASED GOD. Those new Nike Mags light the fuck up. AM I 6 AGAIN!? #soexcited #theylookfuckedup #butimgettingthemanywaysfuckit	positive
"I’ll never forget the fun time I had there& I want to thank you& all the wonderful people who made my dream come true" http://www.url.com 	positive
I love kalli!!!	positive
Nf @user!!! I can't believe u found me lol	positive
Early Christmas at the Nike store; thanks momma. #mommasboy	positive
V day Wooohhooo. Party time.	positive
My bebeee @user just spent $100 on me! New nike air maxes! Helllooooooo! :) I LOVE HIM!	positive
WOW! KRisten looks AMAZING	positive
He enjoyed himself lol http://www.url.com 	positive
Guys please check out bing every day it has great pictures - http://www.url.com 	positive
Okayy so how about my new word makin' best friend is @user!! Flauge!! We will have to make some more "professional" words!! HAHA! #funny	positive
todays plan: go play kinect at the microsoft store in park meadows... #lovemyjob	positive
Had a good night lastnight!	positive
At the Luca Luca show at #MBFW! Raul the CD is ah-MAZING &amp; Gucci from @user created the most beautiful makeup! Can't wait 2 do a vid!	positive
I love bein in love with someone who loves me just as much!!!	positive
Chillin' out; maxin'; relaxin' all cool... xo	positive
Living life with no regrets 	positive
Pure jokes at #RehearsalLyfe with the cast of Church Girl @ Sony Centre! This play is great and the voices are greater! #Blessed	positive
Over a month strong no ciggs	positive
Pumped for the Gucci Bowl 	positive
Went for a walk this morning; then did 30 Day Shred! Sitting outside with the cats; cooling down. I love Fall!	positive
No regrets!:-)	positive
I love Football. #GOJACKETS #GoodGame!	positive
#Spain wins 1-0!!  I knew you could do it!	positive
on the internet...ON THE NINTENDO WII!!! awesome...i know!  --&gt; Jennette ;D	positive
Damn that shower was good #Winner	positive
In the Executive Lounge at Hilton - what makes it better is FREE WI-FI!!!!! :D	positive
I liked a @user video http://www.url.com  Gucci Mane - I Don't Love Her ft. Rocko & Webbie ( Official H	positive
Happy Family Day everyone..!!! :) Im alone :(.. but you enjoy with your family...:)	positive
I'm happy to have a friend like u!	positive
We killed the gucci party last night you know I had to represent with the white gucci shades all day lol !!! http://www.url.com 	positive
a very efficient receptionist and process of receiving guests is credit to @user (@ Microsoft UK Campus) http://www.url.com 	positive
Too much fun :)	positive
Seeing a bunch of comments on N4G talking about how the best games in any genre are always Sony IPs. I'm inclined to agree. ;)	positive
im onsomniactic (spelling baha) cant sleep! busy working on the project with my girls (: cannot wait to go street hunting.	positive
wow those nike air mag shoes are something serious	positive
MSP Ashishh Khadse : Woo-pie I'm Going for Microsoft Student Partner Boot Camp 2011 @ GOA .............Dream Come True Finally :)	positive
Today at work we got to eat a cake called "chocolate nemesis" and made the freezer into a fort. 50 hours of work now = worth it.	positive
Yes! How cool is that? We'll let u know where! RT @user @user Is Paris Hilton buying ice cream for local listeners?	positive
Nothing sounds better than Hilton Head Island right about now.  #ohcarolina	positive
Burnt marshmellows and hawaiian chips. YES.	positive
Wow...my husband @user  looks so good in that new adidas commercial..#justsaying	positive
Holy fack!! Rookie blue is on!!! :D	positive
I love dancing with my boo @user... :)	positive
Saints game!!!!	positive
On way to Sony Liverpool; with Brighton last week and Scotland this; it feels like I've not been there for ages! Looking forward to it!	positive
"..possibly the most unique and interesting game to come out so far for Nintendo WiiWare" http://www.url.com 	positive
just ordered the sexiest nike customized trainers; ahhh &lt;3 #shoetweets	positive
Just found a $50 check from my birthday...awesome.	positive
#ICanHonestlySay that were not perfect but were perfect for eachother #inlove	positive
Watching sister; sister I use to love this show	positive
Yeah; I REALLY really wanna see you Friday.	positive
This is how I roll ! Dam right	positive
Music; Microsoft Word; and a comfy bed...I think I'm in heaven...	positive
In love with her! :)	positive
I think Sony is winning #E3. Count my vote on @user http://www.url.com  via @user	positive
Omg the gucci advert with james franco was just on....hot	positive
My Lifesaver! http://www.url.com  #hipstamatic	positive
Opening weekend was a success	positive
Better johnny...!	positive
Perfect day :)	positive
LADIES RUN THE WORLD!!!!! THE CLASSY ONES THE ONES THAT HAVE RESPECT FOR THIERSELFS!!!!	positive
I love my sister! Shes buyibg us laoada of alcohol and were getting drunk on our own with the wii LOL	positive
I Lovee! @user	positive
Damnnnn “@GracieGlam: Can't tell how many but fuck it!!!! Yay 16k ! #bigbooty love you guys!!! &lt;3 http://www.url.com 	positive
tonight! 8 and 9:30! tickets are $1 and you're going to laugh your you know what off!	positive
Just got home :) got the #LakeShow tonight!!	positive
I called; You answered. And You came to my rescue and I;  wanna be where You are. I am all Yours.	positive
Dope.... He got it from Daddy n Momma... Lol RT @user Lil man got them adidas buzz lightyears http://www.url.com 	positive
My baby girl's first highlights on her 12th birthday.  Happy Birthday; Brooke! There's never a dull moment with you.  #fb	positive
I just want to cry seriously so happy! Must go now; annoy all the IT lot tomorrow with my tale!:D	positive
what a match! thumbs up to u guys for making my day. Gunners for life	positive
Exhausting But satisfying Day..........!	positive
OMG so cool! I want a pair!! RT @user Hey 'Back to the Future' fans! Nike is releasing Marty McFly's Air Mag sneakers. http://www.url.com 	positive
Creating a workshop on citation styles. Does anyone else get as excited as I do researching #APA_Style and #ChicagoManual?	positive
This DWTS is so cute! Can't wait for the Latin Dances next!	positive
Enjoyed working camp this week with @user and @user but boy am I glad it's over! Off to NoLa in the morning!	positive
you want to squeeze me till i die? cuz thats real love RT @user @user I fucking love you..my teeth are gritting right now.	positive
FOLLOW ---&gt; @user IF YOUR A TRUE BELIEBER YOU WILL FOLLOW HER :) HURRRYYY SHE WILL FOLLOW BACK &lt;3	positive
Playing Nancy Drew OuO I love these games!	positive
Eating at the Hilton with my mom. Yum!	positive
Happy Mother's day to all the moms out there! We appreciate you!	positive
finally found a new sexy bra..works in ALL the right places..plus i smell fabulous; thank u nordy rack & Gucci Guilty..yummm :)	positive
I love nature. #topoftheworld	positive
oh hello friday? what was that? yes we shall party this weekend... microsoft style	positive
Florida's new Nike Pro Combat's are sweet this year!! http://www.url.com 	positive
YEAH My boy Tyler !!	positive
wow 14 new followers request! i feel so popular! hahahahaha((:	positive
What a great time at Kink radio Bing Lounge today. Everybody involved was wonderful!  Tomorrow night we play The Alberta Theater!	positive
#xfactor Janet was AMAZE!! So sweet!! :)	positive
Happy; grateful and excited to be photographing 24 DoubleTree by Hilton properties in the Midwest over the next 10 weeks...	positive
Maryland's jerseys are hella nasty!! Nike &gt; Under Armour	positive
Check out our featured listings; we have some amazing properties for sale right now!! http://www.url.com	positive
Woohoo booked tickets for harry potter on friday!! Cant wait too excited ha	positive
has learnt how to use a Nintendo Wii and Twitter in the same day	positive
I love nightmares...don't you? @user ...oh and shants; and  Tuesdays; and white bikinis; and and nike shoe (just one) size 14 &lt;3	positive
Love this.... http://www.url.com	positive
Just bought a Nintendo Wii and we're about to get our game on tonight!!! Family FUN!	positive
Pool Party at Las Vegas Hilton will be a lot of fun tonight!!!	positive
I liked a @user video http://www.url.com  The Nike MAG	positive
s/o to @user! Made a statement in the south and still doing damage on the WEST COAST! I love you! :)	positive
wow; gotta love waking up to the july sunshine :l	positive
Love the days at practice when time passes by super fast.	positive
Av found it ooooooo!Thank God!	positive
